aggregation_level,service_mode,reporting_group,measure_group,measure,category,weighted_percent,ObjectId
Reporting Group,Bus,71,Other Demographics,Age,65 or older,0.044201444,1701
Reporting Group,Bus,61 & 70,Trip Purpose and Frequency,Frequency,Less than once per month,0.097893678,1702
Reporting Group,Bus,66,Race and Ethnicity,Title VI Minority,No,0.316310097,1703
Reporting Group,Bus,67 & 77,Fares,Reduced Fares,Youth Pass,0.011083614,1704
Reporting Group,Bus,57,Vehicles,Usable Cars,2,0.176571614,1705
Reporting Group,Bus,71,Other Demographics,Gender,Woman,0.491787747,1706
Reporting Group,Bus,61 & 70,Trip Purpose and Frequency,Trip Purpose,Home-based Work,0.539839575,1707
Reporting Group,Bus,66,Trip Purpose and Frequency,Frequency,6 to 7 days per week,0.06739956,1708
Reporting Group,Bus,67 & 77,Fares,Reduced Fares,Transportation Access Pass (TAP),0.012617316,1709
Reporting Group,Bus,67 & 77,Fares,Reduced Fares,Other Reduced or Free Fare,0.00128621,1710
Reporting Group,Bus,67 & 77,Income,Household Income,Less than 30% of Area Median Income,0.186849108,1711
Reporting Group,Bus,67 & 77,Income,Household Income,30% to 60% of Area Median Income,0.246940379,1712
Reporting Group,Bus,67 & 77,Income,Household Income,60% to 80% of Area Median Income,0.24356452,1713
Reporting Group,Bus,67 & 77,Income,Household Income,80% to 100% of Area Median Income,0.163372429,1714
Reporting Group,Bus,67 & 77,Income,Household Income,100% to 140% of Area Median Income,0.059798772,1715
Reporting Group,Bus,67 & 77,Income,Household Income,140% to 200% of Area Median Income,0.011233697,1716
Reporting Group,Bus,67 & 77,Income,Household Income,200% or more of Area Median Income,0.019022624,1717
Reporting Group,Bus,67 & 77,Income,Household Income,Prefer not to say,0.069218472,1718
Reporting Group,Bus,67 & 77,Income,Title VI Low-Income,Yes,0.727726095,1719
Reporting Group,Bus,67 & 77,Income,Title VI Low-Income,No,0.272273905,1720
Reporting Group,Bus,67 & 77,Other Demographics,Ability to Understand English,Always,0.930334291,1721
Reporting Group,Bus,67 & 77,Other Demographics,Ability to Understand English,Often,0.041818341,1722
Reporting Group,Bus,67 & 77,Other Demographics,Ability to Understand English,Sometimes,0.027847368,1723
Reporting Group,Bus,67 & 77,Other Demographics,Age,Under 18,0.047184687,1724
Reporting Group,Bus,67 & 77,Other Demographics,Age,18 to 25,0.206566841,1725
Reporting Group,Bus,67 & 77,Other Demographics,Age,26 to 34,0.279647362,1726
Reporting Group,Bus,67 & 77,Other Demographics,Age,35 to 44,0.246672866,1727
Reporting Group,Bus,67 & 77,Other Demographics,Age,45 to 64,0.180589749,1728
Reporting Group,Bus,67 & 77,Other Demographics,Age,65 or older,0.039338496,1729
Reporting Group,Bus,67 & 77,Other Demographics,Gender,Woman,0.571636982,1730
Reporting Group,Bus,67 & 77,Other Demographics,Gender,Man,0.403033851,1731
Reporting Group,Bus,67 & 77,Other Demographics,Gender,Non-Binary,0.01563175,1732
Reporting Group,Bus,67 & 77,Other Demographics,Gender,Prefer not to say,0.009697417,1733
Reporting Group,Bus,67 & 77,Race and Ethnicity,Hispanic or Latino/Latina,Yes,0.109372405,1734
Reporting Group,Bus,67 & 77,Race and Ethnicity,Hispanic or Latino/Latina,No,0.880998367,1735
Reporting Group,Bus,67 & 77,Race and Ethnicity,Hispanic or Latino/Latina,Prefer not to say,0.009629228,1736
Reporting Group,Bus,67 & 77,Race and Ethnicity,Race,American Indian or Alaska Native,0.021815416,1737
Reporting Group,Bus,67 & 77,Race and Ethnicity,Race,Asian,0.204482057,1738
Reporting Group,Bus,67 & 77,Race and Ethnicity,Race,Black or African American,0.154060142,1739
Reporting Group,Bus,67 & 77,Race and Ethnicity,Race,Middle Eastern or North African,0.018130917,1740
Reporting Group,Bus,67 & 77,Race and Ethnicity,Race,Native Hawaiian or other Pacific Islander,0.005933015,1741
Reporting Group,Bus,67 & 77,Race and Ethnicity,Race,White,0.625856815,1742
Reporting Group,Bus,67 & 77,Race and Ethnicity,Race,Other,0.028989893,1743
Reporting Group,Bus,67 & 77,Race and Ethnicity,Race,Prefer not to say,0.013507649,1744
Reporting Group,Bus,67 & 77,Race and Ethnicity,Title VI Minority,Yes,0.448003483,1745
Reporting Group,Bus,67 & 77,Race and Ethnicity,Title VI Minority,No,0.551996517,1746
Reporting Group,Bus,67 & 77,Trip Purpose and Frequency,Frequency,6 to 7 days per week,0.053786806,1747
Reporting Group,Bus,67 & 77,Trip Purpose and Frequency,Frequency,5 days per week,0.339828169,1748
Reporting Group,Bus,67 & 77,Trip Purpose and Frequency,Frequency,3 to 4 days per week,0.166727756,1749
Reporting Group,Bus,67 & 77,Trip Purpose and Frequency,Frequency,1 to 2 days per week,0.202828199,1750
Reporting Group,Bus,67 & 77,Trip Purpose and Frequency,Frequency,1 to 3 days per month,0.12924288,1751
Reporting Group,Bus,67 & 77,Trip Purpose and Frequency,Frequency,Less than once per month,0.10758619,1752
Reporting Group,Bus,67 & 77,Trip Purpose and Frequency,Trip Purpose,Home-based Work,0.430736645,1753
Reporting Group,Bus,71,Other Demographics,Gender,Man,0.490179095,1754
Reporting Group,Bus,66,Trip Purpose and Frequency,Frequency,5 days per week,0.47357672,1755
Reporting Group,Bus,61 & 70,Trip Purpose and Frequency,Trip Purpose,Home-based School,0.047133371,1756
Reporting Group,Bus,66,Trip Purpose and Frequency,Frequency,3 to 4 days per week,0.239105435,1757
Reporting Group,Bus,71,Other Demographics,Gender,Non-Binary,0.009983512,1758
Reporting Group,Bus,71,Other Demographics,Gender,Prefer not to say,0.008049647,1759
Reporting Group,Bus,57,Vehicles,Usable Cars,3 or more,0.031897711,1760
Reporting Group,Bus,71,Race and Ethnicity,Hispanic or Latino/Latina,Yes,0.195052891,1761
Reporting Group,Bus,61 & 70,Access Mode,Access to First MBTA Service,Walked,0.920780216,1762
Reporting Group,Bus,71,Race and Ethnicity,Hispanic or Latino/Latina,No,0.796816287,1763
Reporting Group,Bus,61 & 70,Access Mode,Access to First MBTA Service,Carpooled or Dropped off by Personal Vehicle,0.021000734,1764
Reporting Group,Bus,71,Race and Ethnicity,Hispanic or Latino/Latina,Prefer not to say,0.008130821,1765
Reporting Group,Bus,61 & 70,Access Mode,Access to First MBTA Service,Drove Alone,0.00972847,1766
Reporting Group,Bus,71,Race and Ethnicity,Race,American Indian or Alaska Native,0.042116582,1767
Reporting Group,Bus,61 & 70,Access Mode,Access to First MBTA Service,Private Shuttle or Other Transit,0.011741593,1768
Reporting Group,Bus,71,Race and Ethnicity,Race,Asian,0.149088776,1769
Reporting Group,Bus,61 & 70,Access Mode,Access to First MBTA Service,Taxi or Rideshare Company,0.010288865,1770
Reporting Group,Bus,71,Race and Ethnicity,Race,Black or African American,0.177970468,1771
Reporting Group,Bus,61 & 70,Access Mode,Access to First MBTA Service,"Bike, Scooter or Other Micromobility",0.023097764,1772
Reporting Group,Bus,71,Race and Ethnicity,Race,Middle Eastern or North African,0.070924152,1773
Reporting Group,Bus,61 & 70,Access Mode,Access to First MBTA Service,The RIDE,0.003362358,1774
Reporting Group,Bus,66,Trip Purpose and Frequency,Frequency,1 to 2 days per week,0.098852295,1775
Reporting Group,Bus,61 & 70,Trip Purpose and Frequency,Trip Purpose,Home-based Social Activity,0.053507245,1776
Reporting Group,Bus,71,Race and Ethnicity,Race,Native Hawaiian or other Pacific Islander,0,1777
Reporting Group,Bus,61 & 70,Alternative Modes,Alternative Mode,Different MBTA Service,0.366338404,1778
Reporting Group,Bus,73,Alternative Modes,Alternative Mode,Different MBTA Service,0.160904451,1779
Reporting Group,Bus,66,Trip Purpose and Frequency,Frequency,1 to 3 days per month,0.051537491,1780
Reporting Group,Bus,61 & 70,Trip Purpose and Frequency,Trip Purpose,Home-based Other,0.198053702,1781
Reporting Group,Bus,71,Race and Ethnicity,Race,White,0.623387731,1782
Reporting Group,Bus,61 & 70,Alternative Modes,Alternative Mode,Drive Alone,0.273818051,1783
Reporting Group,Bus,73,Alternative Modes,Alternative Mode,Drive Alone,0.267363501,1784
Reporting Group,Bus,66,Trip Purpose and Frequency,Frequency,Less than once per month,0.0695285,1785
Reporting Group,Bus,61 & 70,Trip Purpose and Frequency,Trip Purpose,Non-home Based,0.161466108,1786
Reporting Group,Bus,71,Race and Ethnicity,Race,Other,0.046461643,1787
Reporting Group,Bus,61 & 70,Alternative Modes,Alternative Mode,Taxi or Rideshare Company,0.384788332,1788
Reporting Group,Bus,73,Alternative Modes,Alternative Mode,Taxi or Rideshare Company,0.372603517,1789
Reporting Group,Bus,66,Trip Purpose and Frequency,Trip Purpose,Home-based Work,0.611533235,1790
Reporting Group,Bus,61 & 70,Vehicles,Cars per Capita,0,0.478412242,1791
Reporting Group,Bus,61 & 70,Vehicles,Cars per Capita,Strictly between 0 and 0.5,0.277282199,1792
Reporting Group,Bus,61 & 70,Vehicles,Cars per Capita,Strictly between 0.5 and 1,0.017860997,1793
Reporting Group,Bus,61 & 70,Vehicles,Cars per Capita,1 or more,0.050835154,1794
Reporting Group,Bus,61 & 70,Vehicles,Usable Cars,0,0.468445217,1795
Reporting Group,Bus,61 & 70,Vehicles,Usable Cars,1,0.366116242,1796
Reporting Group,Bus,61 & 70,Vehicles,Usable Cars,2,0.144604992,1797
Reporting Group,Bus,61 & 70,Vehicles,Usable Cars,3 or more,0.020833549,1798
Reporting Group,Bus,66,Access Mode,Access to First MBTA Service,Walked,0.952189401,1799
Reporting Group,Bus,66,Access Mode,Access to First MBTA Service,Carpooled or Dropped off by Personal Vehicle,0.01437906,1800
Reporting Group,Bus,66,Access Mode,Access to First MBTA Service,Drove Alone,0.003583377,1801
Reporting Group,Bus,66,Access Mode,Access to First MBTA Service,Private Shuttle or Other Transit,0.004310249,1802
Reporting Group,Bus,66,Access Mode,Access to First MBTA Service,Taxi or Rideshare Company,0.010629893,1803
Reporting Group,Bus,66,Access Mode,Access to First MBTA Service,"Bike, Scooter or Other Micromobility",0.00985817,1804
Reporting Group,Bus,66,Access Mode,Access to First MBTA Service,The RIDE,0.005049851,1805
Reporting Group,Bus,66,Alternative Modes,Alternative Mode,Different MBTA Service,0.415801555,1806
Reporting Group,Bus,73,Alternative Modes,Alternative Mode,Walk,0.118243428,1807
Reporting Group,Bus,73,Alternative Modes,Alternative Mode,Drive or Ride in a Carpool,0.161337329,1808
Reporting Group,Bus,73,Alternative Modes,Alternative Mode,"Bike, Scooter, or Other Micromobility",0.080452225,1809
Reporting Group,Bus,73,Alternative Modes,Alternative Mode,Private Shuttle or Other Transit,0.040226113,1810
Reporting Group,Bus,73,Alternative Modes,Alternative Mode,Other,0,1811
Reporting Group,Bus,73,Alternative Modes,Used Alternative Mode,No,0.845985281,1812
Reporting Group,Bus,73,Alternative Modes,Used Alternative Mode,Yes,0.154014719,1813
Reporting Group,Bus,73,Fares,Fare Product,Monthly Pass,0.451947509,1814
Reporting Group,Bus,73,Fares,Fare Product,Pay-as-you-go,0.334668877,1815
Reporting Group,Bus,73,Fares,Fare Product,7-day Pass,0.175431762,1816
Reporting Group,Bus,73,Fares,Fare Product,Student Pass (M7),0.02346114,1817
Reporting Group,Bus,73,Fares,Fare Product,Semester Pass,0.014490712,1818
Reporting Group,Bus,73,Fares,Reduced Fares,Full Fare,0.768155284,1819
Reporting Group,Bus,73,Fares,Reduced Fares,Full Fare - Subsidized by Employer,0.128089421,1820
Reporting Group,Bus,73,Fares,Reduced Fares,Student (S-Card or M7),0.037535212,1821
Reporting Group,Bus,73,Fares,Reduced Fares,Senior CharlieCard,0.021838729,1822
Reporting Group,Bus,73,Fares,Reduced Fares,Youth Pass,0.008871949,1823
Reporting Group,Bus,73,Fares,Reduced Fares,Transportation Access Pass (TAP),0.030049722,1824
Reporting Group,Bus,73,Fares,Reduced Fares,Other Reduced or Free Fare,0.005459682,1825
Reporting Group,Bus,73,Income,Household Income,Less than 30% of Area Median Income,0.192338605,1826
Reporting Group,Bus,73,Income,Household Income,30% to 60% of Area Median Income,0.366720671,1827
Reporting Group,Bus,61 & 70,Alternative Modes,Alternative Mode,Walk,0.169903239,1828
Reporting Group,Bus,73,Income,Household Income,60% to 80% of Area Median Income,0.129770299,1829
Reporting Group,Bus,66,Trip Purpose and Frequency,Trip Purpose,Home-based School,0.087358618,1830
Reporting Group,Bus,71,Race and Ethnicity,Race,Prefer not to say,0.008298182,1831
Reporting Group,Bus,61 & 70,Alternative Modes,Alternative Mode,Drive or Ride in a Carpool,0.120999705,1832
Reporting Group,Bus,66,Trip Purpose and Frequency,Trip Purpose,Home-based Social Activity,0.072197395,1833
Reporting Group,Bus,71,Race and Ethnicity,Title VI Minority,Yes,0.526880132,1834
Reporting Group,Bus,61 & 70,Alternative Modes,Alternative Mode,"Bike, Scooter, or Other Micromobility",0.045071762,1835
Reporting Group,Bus,73,Income,Household Income,80% to 100% of Area Median Income,0.118399513,1836
Reporting Group,Bus,61 & 70,Alternative Modes,Alternative Mode,Private Shuttle or Other Transit,0.062072596,1837
Reporting Group,Bus,73,Income,Household Income,100% to 140% of Area Median Income,0.030203633,1838
Reporting Group,Bus,61 & 70,Alternative Modes,Alternative Mode,Other,0,1839
Reporting Group,Bus,73,Income,Household Income,140% to 200% of Area Median Income,0.059780166,1840
Reporting Group,Bus,71,Race and Ethnicity,Title VI Minority,No,0.473119868,1841
Reporting Group,Bus,61 & 70,Alternative Modes,Used Alternative Mode,No,0.900100984,1842
Reporting Group,Bus,66,Trip Purpose and Frequency,Trip Purpose,Home-based Other,0.115021224,1843
Reporting Group,Bus,73,Income,Household Income,200% or more of Area Median Income,0.014924121,1844
Reporting Group,Bus,71,Trip Purpose and Frequency,Frequency,6 to 7 days per week,0.054363725,1845
Reporting Group,Bus,61 & 70,Alternative Modes,Used Alternative Mode,Yes,0.099899016,1846
Reporting Group,Bus,66,Trip Purpose and Frequency,Trip Purpose,Non-home Based,0.113889527,1847
Reporting Group,Bus,73,Income,Household Income,Prefer not to say,0.087862991,1848
Reporting Group,Bus,71,Trip Purpose and Frequency,Frequency,5 days per week,0.526486844,1849
Reporting Group,Bus,61 & 70,Fares,Fare Product,Monthly Pass,0.402182441,1850
Reporting Group,Bus,61 & 70,Fares,Fare Product,Pay-as-you-go,0.354262832,1851
Reporting Group,Bus,61 & 70,Fares,Fare Product,7-day Pass,0.203044789,1852
Reporting Group,Bus,61 & 70,Fares,Fare Product,Student Pass (M7),0.005561213,1853
Reporting Group,Bus,61 & 70,Fares,Fare Product,Semester Pass,0.022986166,1854
Reporting Group,Bus,61 & 70,Fares,Fare Product,1-day Pass,0.003379268,1855
Reporting Group,Bus,61 & 70,Fares,Fare Product,Other,0.008583291,1856
Reporting Group,Bus,61 & 70,Fares,Reduced Fares,Full Fare,0.872704447,1857
Reporting Group,Bus,61 & 70,Fares,Reduced Fares,Full Fare - Subsidized by Employer,0.077585521,1858
Reporting Group,Bus,61 & 70,Fares,Reduced Fares,Student (S-Card or M7),0.00827188,1859
Reporting Group,Bus,61 & 70,Fares,Reduced Fares,Senior CharlieCard,0.021562097,1860
Reporting Group,Bus,61 & 70,Fares,Reduced Fares,Youth Pass,0.00681386,1861
Reporting Group,Bus,61 & 70,Fares,Reduced Fares,Transportation Access Pass (TAP),0.013062195,1862
Reporting Group,Bus,61 & 70,Income,Household Income,Less than 30% of Area Median Income,0.290202524,1863
Reporting Group,Bus,61 & 70,Income,Household Income,30% to 60% of Area Median Income,0.249511263,1864
Reporting Group,Bus,61 & 70,Income,Household Income,60% to 80% of Area Median Income,0.206564502,1865
Reporting Group,Bus,61 & 70,Income,Household Income,80% to 100% of Area Median Income,0.143722106,1866
Reporting Group,Bus,61 & 70,Income,Household Income,100% to 140% of Area Median Income,0.053187337,1867
Reporting Group,Bus,61 & 70,Income,Household Income,140% to 200% of Area Median Income,0.006173513,1868
Reporting Group,Bus,61 & 70,Income,Household Income,200% or more of Area Median Income,0.004036351,1869
Reporting Group,Bus,61 & 70,Income,Household Income,Prefer not to say,0.046602404,1870
Reporting Group,Bus,61 & 70,Income,Title VI Low-Income,Yes,0.78275663,1871
Reporting Group,Bus,61 & 70,Income,Title VI Low-Income,No,0.21724337,1872
Reporting Group,Bus,61 & 70,Other Demographics,Ability to Understand English,Always,0.774591234,1873
Reporting Group,Bus,61 & 70,Other Demographics,Ability to Understand English,Often,0.066277202,1874
Reporting Group,Bus,61 & 70,Other Demographics,Ability to Understand English,Sometimes,0.122675148,1875
Reporting Group,Bus,61 & 70,Other Demographics,Ability to Understand English,Never,0.031148019,1876
Reporting Group,Bus,66,Vehicles,Cars per Capita,0,0.543351857,1877
Reporting Group,Bus,71,Trip Purpose and Frequency,Frequency,3 to 4 days per week,0.238574923,1878
Reporting Group,Bus,73,Income,Title VI Low-Income,Yes,0.755182137,1879
Reporting Group,Bus,73,Income,Title VI Low-Income,No,0.244817863,1880
Reporting Group,Bus,73,Other Demographics,Ability to Understand English,Always,0.898228844,1881
Reporting Group,Bus,73,Other Demographics,Ability to Understand English,Often,0.039514792,1882
Reporting Group,Bus,66,Vehicles,Cars per Capita,Strictly between 0 and 0.5,0.296089869,1883
Reporting Group,Bus,73,Other Demographics,Ability to Understand English,Sometimes,0.050885578,1884
Reporting Group,Bus,71,Trip Purpose and Frequency,Frequency,1 to 2 days per week,0.095642646,1885
Reporting Group,Bus,66,Vehicles,Cars per Capita,Strictly between 0.5 and 1,0.039962261,1886
Reporting Group,Bus,73,Other Demographics,Ability to Understand English,Never,0.005685393,1887
Reporting Group,Bus,71,Trip Purpose and Frequency,Frequency,1 to 3 days per month,0.018961255,1888
Reporting Group,Bus,66,Vehicles,Cars per Capita,1 or more,0.042378065,1889
Reporting Group,Bus,73,Other Demographics,Ability to Understand English,Prefer not to say,0.005685393,1890
Reporting Group,Bus,73,Other Demographics,Age,Under 18,0.046487521,1891
Reporting Group,Bus,73,Other Demographics,Age,18 to 25,0.291038095,1892
Reporting Group,Bus,73,Other Demographics,Age,26 to 34,0.351634173,1893
Reporting Group,Bus,73,Other Demographics,Age,35 to 44,0.142501412,1894
Reporting Group,Bus,73,Other Demographics,Age,45 to 64,0.135521955,1895
Reporting Group,Bus,73,Other Demographics,Age,65 or older,0.032816845,1896
Reporting Group,Bus,73,Other Demographics,Gender,Woman,0.635319391,1897
Reporting Group,Bus,73,Other Demographics,Gender,Man,0.342783128,1898
Reporting Group,Bus,73,Other Demographics,Gender,Non-Binary,0.010978117,1899
Reporting Group,Bus,73,Other Demographics,Gender,Prefer not to say,0.010919364,1900
Reporting Group,Bus,73,Race and Ethnicity,Hispanic or Latino/Latina,Yes,0.171810521,1901
Reporting Group,Bus,73,Race and Ethnicity,Hispanic or Latino/Latina,No,0.811810432,1902
Reporting Group,Bus,73,Race and Ethnicity,Hispanic or Latino/Latina,Prefer not to say,0.016379046,1903
Reporting Group,Bus,66,Vehicles,Usable Cars,0,0.533390093,1904
Reporting Group,Bus,66,Vehicles,Usable Cars,1,0.298629989,1905
Reporting Group,Bus,66,Vehicles,Usable Cars,2,0.143120046,1906
Reporting Group,Bus,66,Vehicles,Usable Cars,3 or more,0.024859871,1907
Reporting Group,Bus,67 & 77,Access Mode,Access to First MBTA Service,Walked,0.922474791,1908
Reporting Group,Bus,67 & 77,Access Mode,Access to First MBTA Service,Carpooled or Dropped off by Personal Vehicle,0.022745239,1909
Reporting Group,Bus,67 & 77,Access Mode,Access to First MBTA Service,Drove Alone,0.015327995,1910
Reporting Group,Bus,67 & 77,Access Mode,Access to First MBTA Service,Private Shuttle or Other Transit,0.007878218,1911
Reporting Group,Bus,67 & 77,Access Mode,Access to First MBTA Service,Taxi or Rideshare Company,0.012905286,1912
Reporting Group,Bus,67 & 77,Access Mode,Access to First MBTA Service,"Bike, Scooter or Other Micromobility",0.012790738,1913
Reporting Group,Bus,67 & 77,Access Mode,Access to First MBTA Service,The RIDE,0.005877734,1914
Reporting Group,Bus,67 & 77,Alternative Modes,Alternative Mode,Different MBTA Service,0.307475117,1915
Reporting Group,Bus,67 & 77,Alternative Modes,Alternative Mode,Drive Alone,0.217944108,1916
Reporting Group,Bus,67 & 77,Alternative Modes,Alternative Mode,Taxi or Rideshare Company,0.299407042,1917
Reporting Group,Bus,67 & 77,Alternative Modes,Alternative Mode,Walk,0.251667219,1918
Reporting Group,Bus,67 & 77,Alternative Modes,Alternative Mode,Drive or Ride in a Carpool,0.12765995,1919
Reporting Group,Bus,67 & 77,Alternative Modes,Alternative Mode,"Bike, Scooter, or Other Micromobility",0.149640442,1920
Reporting Group,Bus,67 & 77,Alternative Modes,Alternative Mode,Private Shuttle or Other Transit,0,1921
Reporting Group,Bus,71,Trip Purpose and Frequency,Frequency,Less than once per month,0.065970607,1922
Reporting Group,Bus,67 & 77,Alternative Modes,Alternative Mode,Other,0,1923
Reporting Group,Bus,71,Trip Purpose and Frequency,Trip Purpose,Home-based Work,0.660558944,1924
Reporting Group,Bus,67 & 77,Alternative Modes,Used Alternative Mode,No,0.848265579,1925
Reporting Group,Bus,71,Trip Purpose and Frequency,Trip Purpose,Home-based School,0.027473725,1926
Reporting Group,Bus,67 & 77,Alternative Modes,Used Alternative Mode,Yes,0.151734421,1927
Reporting Group,Bus,71,Trip Purpose and Frequency,Trip Purpose,Home-based Social Activity,0.105699141,1928
Reporting Group,Bus,67 & 77,Fares,Fare Product,Monthly Pass,0.418075269,1929
Reporting Group,Bus,71,Trip Purpose and Frequency,Trip Purpose,Home-based Other,0.090169982,1930
Reporting Group,Bus,67 & 77,Fares,Fare Product,Pay-as-you-go,0.382266255,1931
Reporting Group,Bus,71,Trip Purpose and Frequency,Trip Purpose,Non-home Based,0.116098208,1932
Reporting Group,Bus,67 & 77,Fares,Fare Product,7-day Pass,0.176236224,1933
Reporting Group,Bus,71,Vehicles,Cars per Capita,0,0.516602784,1934
Reporting Group,Bus,67 & 77,Fares,Fare Product,Student Pass (M7),0.013766463,1935
Reporting Group,Bus,71,Vehicles,Cars per Capita,Strictly between 0 and 0.5,0.291657411,1936
Reporting Group,Bus,67 & 77,Fares,Fare Product,Semester Pass,0.004827895,1937
Reporting Group,Bus,71,Vehicles,Cars per Capita,Strictly between 0.5 and 1,0.014115454,1938
Reporting Group,Bus,67 & 77,Fares,Fare Product,1-day Pass,0.004827895,1939
Reporting Group,Bus,71,Vehicles,Cars per Capita,1 or more,0.036607576,1940
Reporting Group,Bus,71,Vehicles,Usable Cars,0,0.507366713,1941
Reporting Group,Bus,71,Vehicles,Usable Cars,1,0.360556345,1942
Reporting Group,Bus,71,Vehicles,Usable Cars,2,0.106022636,1943
Reporting Group,Bus,71,Vehicles,Usable Cars,3 or more,0.026054306,1944
Reporting Group,Bus,73,Access Mode,Access to First MBTA Service,Walked,0.939575385,1945
Reporting Group,Bus,73,Access Mode,Access to First MBTA Service,Carpooled or Dropped off by Personal Vehicle,0.039249442,1946
Reporting Group,Bus,73,Access Mode,Access to First MBTA Service,Drove Alone,0.007058391,1947
Reporting Group,Bus,73,Access Mode,Access to First MBTA Service,Private Shuttle or Other Transit,0.002688917,1948
Reporting Group,Bus,73,Access Mode,Access to First MBTA Service,Taxi or Rideshare Company,0.002688917,1949
Reporting Group,Bus,73,Access Mode,Access to First MBTA Service,"Bike, Scooter or Other Micromobility",0.008738947,1950
Reporting Group,Bus,67 & 77,Trip Purpose and Frequency,Trip Purpose,Home-based School,0.032299448,1951
Reporting Group,Bus,67 & 77,Trip Purpose and Frequency,Trip Purpose,Home-based Social Activity,0.185027674,1952
Reporting Group,Bus,67 & 77,Trip Purpose and Frequency,Trip Purpose,Home-based Other,0.270375125,1953
Reporting Group,Bus,67 & 77,Trip Purpose and Frequency,Trip Purpose,Non-home Based,0.081561108,1954
Reporting Group,Bus,67 & 77,Vehicles,Cars per Capita,0,0.351611562,1955
Reporting Group,Bus,67 & 77,Vehicles,Cars per Capita,Strictly between 0 and 0.5,0.339035213,1956
Reporting Group,Bus,67 & 77,Vehicles,Cars per Capita,Strictly between 0.5 and 1,0.042990813,1957
Reporting Group,Bus,67 & 77,Vehicles,Cars per Capita,1 or more,0.072413074,1958
Reporting Group,Bus,67 & 77,Vehicles,Usable Cars,0,0.348277778,1959
Reporting Group,Bus,67 & 77,Vehicles,Usable Cars,1,0.450448032,1960
Reporting Group,Bus,67 & 77,Vehicles,Usable Cars,2,0.158755544,1961
Reporting Group,Bus,67 & 77,Vehicles,Usable Cars,3 or more,0.042518646,1962
Reporting Group,Bus,71,Access Mode,Access to First MBTA Service,Walked,0.959726828,1963
Reporting Group,Bus,71,Access Mode,Access to First MBTA Service,Carpooled or Dropped off by Personal Vehicle,0.017943103,1964
Reporting Group,Bus,71,Access Mode,Access to First MBTA Service,Drove Alone,0.005940775,1965
Reporting Group,Bus,71,Access Mode,Access to First MBTA Service,Taxi or Rideshare Company,0.008442157,1966
Reporting Group,Bus,71,Access Mode,Access to First MBTA Service,"Bike, Scooter or Other Micromobility",0.007947137,1967
Reporting Group,Bus,71,Alternative Modes,Alternative Mode,Different MBTA Service,0.397036194,1968
Reporting Group,Bus,71,Alternative Modes,Alternative Mode,Drive Alone,0.171708541,1969
Reporting Group,Bus,71,Alternative Modes,Alternative Mode,Taxi or Rideshare Company,0.497566318,1970
Reporting Group,Bus,71,Alternative Modes,Alternative Mode,Walk,0.220084448,1971
Reporting Group,Bus,71,Alternative Modes,Alternative Mode,Drive or Ride in a Carpool,0.13903281,1972
Reporting Group,Bus,71,Alternative Modes,Alternative Mode,"Bike, Scooter, or Other Micromobility",0.065351464,1973
Reporting Group,Bus,71,Alternative Modes,Alternative Mode,Private Shuttle or Other Transit,0,1974
Reporting Group,Bus,71,Alternative Modes,Alternative Mode,Other,0,1975
Reporting Group,Bus,71,Alternative Modes,Used Alternative Mode,No,0.86703008,1976
Reporting Group,Bus,71,Alternative Modes,Used Alternative Mode,Yes,0.13296992,1977
Reporting Group,Bus,71,Fares,Fare Product,Monthly Pass,0.50272132,1978
Reporting Group,Bus,71,Fares,Fare Product,Pay-as-you-go,0.273747503,1979
Reporting Group,Bus,71,Fares,Fare Product,7-day Pass,0.199324237,1980
Reporting Group,Bus,71,Fares,Fare Product,Semester Pass,0.014133923,1981
Reporting Group,Bus,71,Fares,Fare Product,1-day Pass,0.004060907,1982
Reporting Group,Bus,71,Fares,Fare Product,Other,0.006012109,1983
Reporting Group,Bus,71,Fares,Reduced Fares,Full Fare,0.805641414,1984
Reporting Group,Bus,71,Fares,Reduced Fares,Full Fare - Subsidized by Employer,0.115522526,1985
Reporting Group,Bus,71,Fares,Reduced Fares,Student (S-Card or M7),0.009991864,1986
Reporting Group,Bus,71,Fares,Reduced Fares,Senior CharlieCard,0.048023838,1987
Reporting Group,Bus,71,Fares,Reduced Fares,Youth Pass,0.014856685,1988
Reporting Group,Bus,71,Fares,Reduced Fares,Transportation Access Pass (TAP),0.005963673,1989
Reporting Group,Bus,71,Income,Household Income,Less than 30% of Area Median Income,0.194866262,1990
Reporting Group,Bus,71,Income,Household Income,30% to 60% of Area Median Income,0.352827045,1991
Reporting Group,Bus,71,Income,Household Income,60% to 80% of Area Median Income,0.281345724,1992
Reporting Group,Bus,71,Income,Household Income,80% to 100% of Area Median Income,0.048548269,1993
Reporting Group,Bus,71,Income,Household Income,100% to 140% of Area Median Income,0.021085691,1994
Reporting Group,Bus,71,Income,Household Income,140% to 200% of Area Median Income,0.033074505,1995
Reporting Group,Bus,71,Income,Household Income,200% or more of Area Median Income,0.018141257,1996
Reporting Group,Bus,71,Income,Household Income,Prefer not to say,0.050111246,1997
Reporting Group,Bus,71,Income,Title VI Low-Income,Yes,0.872774867,1998
Reporting Group,Bus,71,Income,Title VI Low-Income,No,0.127225133,1999
Reporting Group,Bus,71,Other Demographics,Ability to Understand English,Always,0.869442829,2000
